"","TransitionGroupID","Model_Code","annual_probability","BpS_Name","VALUE","ACRES","REL_PERCENT","annual_dist_acres"
"429","Non Replacement Fire","14120_39_40_41_42_43_50_51",0.011561,"North-Central Interior Sand and Gravel Tallgrass Prairie",1653,608,0,7.029088
"430","Non Replacement Fire","14440_41_50_51",0.0049654,"Eastern Boreal Floodplain",1605,705055,1.1,3500.880097
"431","Non Replacement Fire","14440_41_50_51",0.0049654,"Eastern Boreal Floodplain",1633,90068,0.1,447.2236472
"432","Non Replacement Fire","14440_41_50_51",0.0049654,"Eastern Boreal Floodplain",1577,12545,0,62.290943
"433","Non Replacement Fire","14660_50_51",0.001884,"Great Lakes Wooded Dune and Swale",1578,32167,0.1,60.602628
"434","Non Replacement Fire","14660_50_51",0.001884,"Great Lakes Wooded Dune and Swale",1634,13046,0,24.578664
"435","Non Replacement Fire","14690_31_39_40_43",0.0184556,"Eastern Great Plains Floodplain Systems",1655,9,0,0.1661004
"436","Non Replacement Fire","14710_41_50",0.0174338,"Central Interior and Appalachian Floodplain Systems",1579,17514,0,305.3355732
"437","Non Replacement Fire","14710_41_50",0.0174338,"Central Interior and Appalachian Floodplain Systems",1606,19197,0,334.6766586
"438","Non Replacement Fire","14710_51_62",0.01687,"Central Interior and Appalachian Floodplain Systems",1635,74339,0.1,1254.09893
"439","Non Replacement Fire","14750_41_50_51_63_64_65_66",0.0170888,"Laurentian-Acadian Floodplain Systems",1607,434621,0.7,7427.1513448
"440","Non Replacement Fire","14750_41_50_51_63_64_65_66",0.0170888,"Laurentian-Acadian Floodplain Systems",1636,223804,0.4,3824.5417952
"441","Non Replacement Fire","14750_41_50_51_63_64_65_66",0.0170888,"Laurentian-Acadian Floodplain Systems",1580,180397,0.3,3082.7682536
"442","Non Replacement Fire","14770_40_41_50_51",0.0082316,"Boreal Acidic Peatland Systems",1608,4275013,6.8,35190.1970108
"443","Non Replacement Fire","14770_40_41_50_51",0.0082316,"Boreal Acidic Peatland Systems",1581,1712958,2.7,14100.3850728
"444","Non Replacement Fire","14770_40_41_50_51",0.0082316,"Boreal Acidic Peatland Systems",1637,1388897,2.2,11432.8445452
"445","Non Replacement Fire","14770_40_41_50_51",0.0082316,"Boreal Acidic Peatland Systems",1656,50985,0.1,419.688126
"446","Non Replacement Fire","15170_42_49_50",0.0177818,"Paleozoic Plateau Bluff and Talus",1587,8763,0,155.8219134
"447","Optional 1","13950_41_42_43_49_52",0.0322762,"North-Central Oak Barrens",1600,77789,0.1,2510.7333218
"448","Optional 1","14072_41_50_51",0.0009882,"Laurentian Pine-Oak Barrens - Jack Pine",1602,2107486,3.4,2082.6176652
"449","Optional 1","14072_41_50_51",0.0009882,"Laurentian Pine-Oak Barrens - Jack Pine",1573,225231,0.4,222.5732742
"450","Optional 1","14072_41_50_51",0.0009882,"Laurentian Pine-Oak Barrens - Jack Pine",1629,135983,0.2,134.3784006
"451","Optional 1","14090_50_64",0.4257966,"Great Lakes Alvar",1574,14939,0,6360.9754074
"452","Optional 1","14440_41_50_51",0.1045578,"Eastern Boreal Floodplain",1605,705055,1.1,73718.999679
"453","Optional 1","14440_41_50_51",0.1045578,"Eastern Boreal Floodplain",1633,90068,0.1,9417.3119304
"454","Optional 1","14440_41_50_51",0.1045578,"Eastern Boreal Floodplain",1577,12545,0,1311.677601
"455","Optional 1","14660_50_51",0.0004612,"Great Lakes Wooded Dune and Swale",1578,32167,0.1,14.8354204
"456","Optional 1","14660_50_51",0.0004612,"Great Lakes Wooded Dune and Swale",1634,13046,0,6.0168152
"457","Optional 1","14690_31_39_40_43",0.008468,"Eastern Great Plains Floodplain Systems",1655,9,0,0.076212
"458","Optional 1","14710_41_50",0.2028674,"Central Interior and Appalachian Floodplain Systems",1579,17514,0,3553.0196436
"459","Optional 1","14710_41_50",0.2028674,"Central Interior and Appalachian Floodplain Systems",1606,19197,0,3894.4454778
"460","Optional 1","14710_51_62",0.1979968,"Central Interior and Appalachian Floodplain Systems",1635,74339,0.1,14718.8841152
"461","Optional 1","14750_41_50_51_63_64_65_66",0.1992052,"Laurentian-Acadian Floodplain Systems",1607,434621,0.7,86578.7632292
"462","Optional 1","14750_41_50_51_63_64_65_66",0.1992052,"Laurentian-Acadian Floodplain Systems",1636,223804,0.4,44582.9205808
"463","Optional 1","14750_41_50_51_63_64_65_66",0.1992052,"Laurentian-Acadian Floodplain Systems",1580,180397,0.3,35936.0204644
"464","Optional 1","14770_40_41_50_51",0.009123,"Boreal Acidic Peatland Systems",1608,4275013,6.8,39000.943599
"465","Optional 1","14770_40_41_50_51",0.009123,"Boreal Acidic Peatland Systems",1581,1712958,2.7,15627.315834
"466","Optional 1","14770_40_41_50_51",0.009123,"Boreal Acidic Peatland Systems",1637,1388897,2.2,12670.907331
"467","Optional 1","14770_40_41_50_51",0.009123,"Boreal Acidic Peatland Systems",1656,50985,0.1,465.136155
"468","Optional 1","14820_39_40",0.009927,"Great Plains Prairie Pothole",1657,109,0,1.082043
"469","Optional 1","14920_41_50_51_52_63",0.0111718,"Great Lakes Coastal Marsh Systems",1584,56188,0.1,627.7210984
"470","Optional 1","14920_41_50_51_52_63",0.0111718,"Great Lakes Coastal Marsh Systems",1640,38967,0.1,435.3315306
"471","Optional 1","14920_41_50_51_52_63",0.0111718,"Great Lakes Coastal Marsh Systems",1611,477,0,5.3289486
"472","Optional 1","14930_41_42_44_50",0.004647,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1612,31866,0.1,148.081302
"473","Optional 1","14930_41_42_44_50",0.004647,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1585,2660,0,12.36102
"474","Optional 1","14940_41_50_51",0.0045032,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",1613,785906,1.3,3539.0918992
"475","Optional 1","14940_41_50_51",0.0045032,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",1586,209832,0.3,944.9154624
"476","Optional 1","14940_41_50_51",0.0045032,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",1641,1106,0,4.9805392
"477","Optional 1","14950_31_39_40",0.0988502,"Western Great Plains Depressional Wetland Systems",1658,422,0,41.7147844
"478","Optional 2","14110_49_51_52",0.0178694,"Great Lakes Wet-Mesic Lakeplain Prairie",1630,193,0,3.4487942
"479","Optional 2","14440_41_50_51",0.0186036,"Eastern Boreal Floodplain",1605,705055,1.1,13116.561198
"480","Optional 2","14440_41_50_51",0.0186036,"Eastern Boreal Floodplain",1633,90068,0.1,1675.5890448
"481","Optional 2","14440_41_50_51",0.0186036,"Eastern Boreal Floodplain",1577,12545,0,233.382162
"482","Optional 2","14660_50_51",0.0004406,"Great Lakes Wooded Dune and Swale",1578,32167,0.1,14.1727802
"483","Optional 2","14660_50_51",0.0004406,"Great Lakes Wooded Dune and Swale",1634,13046,0,5.7480676
"484","Optional 2","14690_31_39_40_43",0.0020816,"Eastern Great Plains Floodplain Systems",1655,9,0,0.0187344
"485","Optional 2","14710_41_50",0.014674,"Central Interior and Appalachian Floodplain Systems",1579,17514,0,257.000436
"486","Optional 2","14710_41_50",0.014674,"Central Interior and Appalachian Floodplain Systems",1606,19197,0,281.696778
"487","Optional 2","14710_51_62",0.0143584,"Central Interior and Appalachian Floodplain Systems",1635,74339,0.1,1067.3890976
"488","Optional 2","14750_41_50_51_63_64_65_66",0.0145018,"Laurentian-Acadian Floodplain Systems",1607,434621,0.7,6302.7868178
"489","Optional 2","14750_41_50_51_63_64_65_66",0.0145018,"Laurentian-Acadian Floodplain Systems",1636,223804,0.4,3245.5608472
"490","Optional 2","14750_41_50_51_63_64_65_66",0.0145018,"Laurentian-Acadian Floodplain Systems",1580,180397,0.3,2616.0812146
"491","Optional 2","14820_39_40",0.0197494,"Great Plains Prairie Pothole",1657,109,0,2.1526846
"492","Optional 2","14920_41_50_51_52_63",0.0111862,"Great Lakes Coastal Marsh Systems",1584,56188,0.1,628.5302056
"493","Optional 2","14920_41_50_51_52_63",0.0111862,"Great Lakes Coastal Marsh Systems",1640,38967,0.1,435.8926554
"494","Optional 2","14920_41_50_51_52_63",0.0111862,"Great Lakes Coastal Marsh Systems",1611,477,0,5.3358174
"495","Optional 2","14930_41_42_44_50",0.0066408,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1612,31866,0.1,211.6157328
"496","Optional 2","14930_41_42_44_50",0.0066408,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1585,2660,0,17.664528
"497","Optional 2","14940_41_50_51",0.0064844,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",1613,785906,1.3,5096.1288664
"498","Optional 2","14940_41_50_51",0.0064844,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",1586,209832,0.3,1360.6346208
"499","Optional 2","14940_41_50_51",0.0064844,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",1641,1106,0,7.1717464
"500","Optional Types","13950_41_42_43_49_52",0.0322762,"North-Central Oak Barrens",1600,77789,0.1,2510.7333218
"501","Optional Types","14072_41_50_51",0.0009882,"Laurentian Pine-Oak Barrens - Jack Pine",1602,2107486,3.4,2082.6176652
"502","Optional Types","14072_41_50_51",0.0009882,"Laurentian Pine-Oak Barrens - Jack Pine",1573,225231,0.4,222.5732742
"503","Optional Types","14072_41_50_51",0.0009882,"Laurentian Pine-Oak Barrens - Jack Pine",1629,135983,0.2,134.3784006
"504","Optional Types","14090_50_64",0.4257966,"Great Lakes Alvar",1574,14939,0,6360.9754074
"505","Optional Types","14110_49_51_52",0.0178694,"Great Lakes Wet-Mesic Lakeplain Prairie",1630,193,0,3.4487942
"506","Optional Types","14440_41_50_51",0.1231614,"Eastern Boreal Floodplain",1605,705055,1.1,86835.560877
"507","Optional Types","14440_41_50_51",0.1231614,"Eastern Boreal Floodplain",1633,90068,0.1,11092.9009752
"508","Optional Types","14440_41_50_51",0.1231614,"Eastern Boreal Floodplain",1577,12545,0,1545.059763
"509","Optional Types","14660_50_51",0.0009018,"Great Lakes Wooded Dune and Swale",1578,32167,0.1,29.0082006
"510","Optional Types","14660_50_51",0.0009018,"Great Lakes Wooded Dune and Swale",1634,13046,0,11.7648828
"511","Optional Types","14690_31_39_40_43",0.0105496,"Eastern Great Plains Floodplain Systems",1655,9,0,0.0949464
"512","Optional Types","14710_41_50",0.2175414,"Central Interior and Appalachian Floodplain Systems",1579,17514,0,3810.0200796
"513","Optional Types","14710_41_50",0.2175414,"Central Interior and Appalachian Floodplain Systems",1606,19197,0,4176.1422558
"514","Optional Types","14710_51_62",0.2123552,"Central Interior and Appalachian Floodplain Systems",1635,74339,0.1,15786.2732128
"515","Optional Types","14750_41_50_51_63_64_65_66",0.213707,"Laurentian-Acadian Floodplain Systems",1607,434621,0.7,92881.550047
"516","Optional Types","14750_41_50_51_63_64_65_66",0.213707,"Laurentian-Acadian Floodplain Systems",1636,223804,0.4,47828.481428
"517","Optional Types","14750_41_50_51_63_64_65_66",0.213707,"Laurentian-Acadian Floodplain Systems",1580,180397,0.3,38552.101679
"518","Optional Types","14770_40_41_50_51",0.009123,"Boreal Acidic Peatland Systems",1608,4275013,6.8,39000.943599
"519","Optional Types","14770_40_41_50_51",0.009123,"Boreal Acidic Peatland Systems",1581,1712958,2.7,15627.315834
"520","Optional Types","14770_40_41_50_51",0.009123,"Boreal Acidic Peatland Systems",1637,1388897,2.2,12670.907331
"521","Optional Types","14770_40_41_50_51",0.009123,"Boreal Acidic Peatland Systems",1656,50985,0.1,465.136155
"522","Optional Types","14820_39_40",0.0296764,"Great Plains Prairie Pothole",1657,109,0,3.2347276
"523","Optional Types","14920_41_50_51_52_63",0.022358,"Great Lakes Coastal Marsh Systems",1584,56188,0.1,1256.251304
"524","Optional Types","14920_41_50_51_52_63",0.022358,"Great Lakes Coastal Marsh Systems",1640,38967,0.1,871.224186
"525","Optional Types","14920_41_50_51_52_63",0.022358,"Great Lakes Coastal Marsh Systems",1611,477,0,10.664766
"526","Optional Types","14930_41_42_44_50",0.0112878,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1612,31866,0.1,359.6970348
"527","Optional Types","14930_41_42_44_50",0.0112878,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1585,2660,0,30.025548
"528","Optional Types","14940_41_50_51",0.0109876,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",1613,785906,1.3,8635.2207656
"529","Optional Types","14940_41_50_51",0.0109876,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",1586,209832,0.3,2305.5500832
"530","Optional Types","14940_41_50_51",0.0109876,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",1641,1106,0,12.1522856
"531","Optional Types","14950_31_39_40",0.0988502,"Western Great Plains Depressional Wetland Systems",1658,422,0,41.7147844
"532","Replacement Fire","13010_40",0.0120636,"Boreal Aspen-Birch Forest",1646,5704,0,68.8107744
"533","Replacement Fire","13020_40",0.0004724,"Laurentian-Acadian Northern Hardwoods Forest",1647,29,0,0.0136996
"534","Replacement Fire","13022_41_50_51",0.000486,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock",1614,5221136,8.3,2537.472096
"535","Replacement Fire","13022_41_50_51",0.000486,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock",1561,4826790,7.7,2345.81994
"536","Replacement Fire","13022_41_50_51",0.000486,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock",1588,3367389,5.4,1636.551054
"537","Replacement Fire","13022_41_50_51",0.000486,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock",1562,3200465,5.1,1555.42599
"538","Replacement Fire","13022_41_50_51",0.000486,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock",1615,2241937,3.6,1089.581382
"539","Replacement Fire","13022_41_50_51",0.000486,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock",1589,380744,0.6,185.041584
"540","Replacement Fire","13023_51",0.0009718,"Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood",1616,101763,0.2,98.8932834
"541","Replacement Fire","13100_41_62",0.01337,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1590,561561,0.9,7508.07057
"542","Replacement Fire","13100_44_50",0.0081646,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1563,105714,0.2,863.1125244
"543","Replacement Fire","13100_51",0.0062444,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1617,1291,0,8.0615204
"544","Replacement Fire","13110_50",0.009416,"North-Central Interior Dry Oak Forest and Woodland",1564,12654,0,119.150064
"545","Replacement Fire","13110_51",0.0073972,"North-Central Interior Dry Oak Forest and Woodland",1618,9911,0,73.3136492
"546","Replacement Fire","13130_47_50_51",0.0010134,"North-Central Interior Beech-Maple Forest",1565,32864,0.1,33.3043776
"547","Replacement Fire","13130_47_50_51",0.0010134,"North-Central Interior Beech-Maple Forest",1619,36117,0.1,36.6009678
"548","Replacement Fire","13140_38_39_40_41_42_43_44_50",0.0009898,"North-Central Interior Maple-Basswood Forest",1591,492628,0.8,487.6031944
"549","Replacement Fire","13140_38_39_40_41_42_43_44_50",0.0009898,"North-Central Interior Maple-Basswood Forest",1566,201633,0.3,199.5763434
"550","Replacement Fire","13140_38_39_40_41_42_43_44_50",0.0009898,"North-Central Interior Maple-Basswood Forest",1648,157,0,0.1553986
"551","Replacement Fire","13310_39_40_41",0.0622862,"Eastern Great Plains Tallgrass Aspen Parkland",1592,27154,0,1691.3194748
"552","Replacement Fire","13310_39_40_41",0.0622862,"Eastern Great Plains Tallgrass Aspen Parkland",1649,2733,0,170.2281846
"553","Replacement Fire","13440_41",0.0120962,"Boreal Jack Pine-Black Spruce Forest",1593,768332,1.2,9293.8975384
"554","Replacement Fire","13441_51",0.029678,"Boreal Jack Pine-Black Spruce Forest - Pine Barrens",1620,654270,1,19417.42506
"555","Replacement Fire","13442_51",0.0091302,"Boreal Jack Pine-Black Spruce Forest - Spruce-Fir",1621,61190,0.1,558.676938
"556","Replacement Fire","13620_41_50",0.0028444,"Laurentian-Acadian Northern Pine(-Oak) Forest",2723,243,0,0.6911892
"557","Replacement Fire","13620_41_50",0.0028444,"Laurentian-Acadian Northern Pine(-Oak) Forest",2725,650,0,1.84886
"558","Replacement Fire","13620_51_63_64_65_66",0.0032196,"Laurentian-Acadian Northern Pine(-Oak) Forest",1622,2474894,3.9,7968.1687224
"559","Replacement Fire","13622_41_50",0.0043272,"Laurentian-Acadian Northern Pine(-Oak) Forest - Pine Dominated",2724,2163502,3.4,9361.9058544
"560","Replacement Fire","13622_41_50",0.0043272,"Laurentian-Acadian Northern Pine(-Oak) Forest - Pine Dominated",2726,1896775,3,8207.72478
"561","Replacement Fire","13651_40_41_50",0.004004,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1596,2869819,4.6,11490.755276
"562","Replacement Fire","13651_40_41_50",0.004004,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1568,232481,0.4,930.853924
"563","Replacement Fire","13651_40_41_50",0.004004,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1650,453,0,1.813812
"564","Replacement Fire","13651_51",0.002028,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1623,1207476,1.9,2448.761328
"565","Replacement Fire","13652_41",0.0010714,"Boreal White Spruce-Fir-Hardwood Forest - Coastal",1597,551175,0.9,590.528895
"566","Replacement Fire","13652_51",0.0011092,"Boreal White Spruce-Fir-Hardwood Forest - Coastal",1624,731479,1.2,811.3565068
"567","Replacement Fire","13653_41",0.0090754,"Boreal White Spruce-Fir-Hardwood Forest - Aspen-Birch",1598,3183156,5.1,28888.4139624
"568","Replacement Fire","13660_50",0.0021252,"Laurentian-Acadian Pine-Hemlock-Hardwood Forest",1569,535983,0.9,1139.0710716
"569","Replacement Fire","13660_51_63_64_65_66",0.0020772,"Laurentian-Acadian Pine-Hemlock-Hardwood Forest",1625,1091156,1.7,2266.5492432
"570","Replacement Fire","13940_39_40_41",0.0019558,"North-Central Interior Oak Savanna",1599,97467,0.2,190.6259586
"571","Replacement Fire","13940_39_40_41",0.0019558,"North-Central Interior Oak Savanna",1652,453,0,0.8859774
"572","Replacement Fire","13940_50_51",0.014665,"North-Central Interior Oak Savanna",1570,240826,0.4,3531.71329
"573","Replacement Fire","13950_41_42_43_49_52",0.0028358,"North-Central Oak Barrens",1600,77789,0.1,220.5940462
"574","Replacement Fire","13950_50",0.0185936,"North-Central Oak Barrens",1571,23594,0,438.6973984
"575","Replacement Fire","14071_41_50_51",0.0091622,"Laurentian Pine-Oak Barrens",1628,998246,1.6,9146.1295012
"576","Replacement Fire","14071_41_50_51",0.0091622,"Laurentian Pine-Oak Barrens",1601,53326,0.1,488.5834772
"577","Replacement Fire","14071_41_50_51",0.0091622,"Laurentian Pine-Oak Barrens",1572,25156,0,230.4843032
"578","Replacement Fire","14072_41_50_51",0.039829,"Laurentian Pine-Oak Barrens - Jack Pine",1602,2107486,3.4,83939.059894
"579","Replacement Fire","14072_41_50_51",0.039829,"Laurentian Pine-Oak Barrens - Jack Pine",1573,225231,0.4,8970.725499
"580","Replacement Fire","14072_41_50_51",0.039829,"Laurentian Pine-Oak Barrens - Jack Pine",1629,135983,0.2,5416.066907
"581","Replacement Fire","14090_50_64",0.0023106,"Great Lakes Alvar",1574,14939,0,34.5180534
"582","Replacement Fire","14110_49_51_52",0.0410286,"Great Lakes Wet-Mesic Lakeplain Prairie",1630,193,0,7.9185198
"583","Replacement Fire","14120_39_40_41_42_43_50_51",0.2812866,"North-Central Interior Sand and Gravel Tallgrass Prairie",1575,18815,0,5292.407379
"584","Replacement Fire","14120_39_40_41_42_43_50_51",0.2812866,"North-Central Interior Sand and Gravel Tallgrass Prairie",1603,6437,0,1810.6418442
"585","Replacement Fire","14120_39_40_41_42_43_50_51",0.2812866,"North-Central Interior Sand and Gravel Tallgrass Prairie",1631,5463,0,1536.6686958
"586","Replacement Fire","14120_39_40_41_42_43_50_51",0.2812866,"North-Central Interior Sand and Gravel Tallgrass Prairie",1653,608,0,171.0222528
"587","Replacement Fire","14200_39_40_42",0.1749512,"Northern Tallgrass Prairie",1654,6634,0,1160.6262608
"588","Replacement Fire","14200_41",0.281598,"Northern Tallgrass Prairie",1604,7821,0,2202.377958
"589","Replacement Fire","14210_31_38_42_43_44_50_51",0.2824352,"Central Tallgrass Prairie",1576,9858,0,2784.2462016
"590","Replacement Fire","14660_50_51",0.0002614,"Great Lakes Wooded Dune and Swale",1578,32167,0.1,8.4084538
"591","Replacement Fire","14660_50_51",0.0002614,"Great Lakes Wooded Dune and Swale",1634,13046,0,3.4102244
"592","Replacement Fire","14690_31_39_40_43",0.0019612,"Eastern Great Plains Floodplain Systems",1655,9,0,0.0176508
"593","Replacement Fire","14770_40_41_50_51",0.0014102,"Boreal Acidic Peatland Systems",1608,4275013,6.8,6028.6233326
"594","Replacement Fire","14770_40_41_50_51",0.0014102,"Boreal Acidic Peatland Systems",1581,1712958,2.7,2415.6133716
"595","Replacement Fire","14770_40_41_50_51",0.0014102,"Boreal Acidic Peatland Systems",1637,1388897,2.2,1958.6225494
"596","Replacement Fire","14770_40_41_50_51",0.0014102,"Boreal Acidic Peatland Systems",1656,50985,0.1,71.899047
"597","Replacement Fire","14790_41_42_47_48_50_51_53",0.0009708,"Central Interior and Appalachian Swamp Systems",1609,36647,0.1,35.5769076
"598","Replacement Fire","14790_41_42_47_48_50_51_53",0.0009708,"Central Interior and Appalachian Swamp Systems",1582,8453,0,8.2061724
"599","Replacement Fire","14790_41_42_47_48_50_51_53",0.0009708,"Central Interior and Appalachian Swamp Systems",1638,21007,0,20.3935956
"600","Replacement Fire","14810_41_50_51_63",0.000999,"Laurentian-Acadian Alkaline Conifer-Hardwood Swamp",1639,3593603,5.7,3590.009397
"601","Replacement Fire","14810_41_50_51_63",0.000999,"Laurentian-Acadian Alkaline Conifer-Hardwood Swamp",1583,1056194,1.7,1055.137806
"602","Replacement Fire","14810_41_50_51_63",0.000999,"Laurentian-Acadian Alkaline Conifer-Hardwood Swamp",1610,1094690,1.7,1093.59531
"603","Replacement Fire","14820_39_40",0.0197828,"Great Plains Prairie Pothole",1657,109,0,2.1563252
"604","Replacement Fire","14930_41_42_44_50",0.0590382,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1612,31866,0.1,1881.3112812
"605","Replacement Fire","14930_41_42_44_50",0.0590382,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1585,2660,0,157.041612
"606","Replacement Fire","14940_41_50_51",0.0564512,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",1613,785906,1.3,44365.3367872
"607","Replacement Fire","14940_41_50_51",0.0564512,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",1586,209832,0.3,11845.2681984
"608","Replacement Fire","14940_41_50_51",0.0564512,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",1641,1106,0,62.4350272
"609","Replacement Fire","14950_31_39_40",0.0494932,"Western Great Plains Depressional Wetland Systems",1658,422,0,20.8861304
"610","Replacement Fire","15170_42_49_50",0.0658394,"Paleozoic Plateau Bluff and Talus",1587,8763,0,576.9506622
"611","Surface Fire","13100_41_62",0.0437836,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1590,561561,0.9,24587.1621996
"612","Surface Fire","13100_44_50",0.0132758,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1563,105714,0.2,1403.4379212
"613","Surface Fire","13100_51",0.0952858,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1617,1291,0,123.0139678
"614","Surface Fire","13110_50",0.051256,"North-Central Interior Dry Oak Forest and Woodland",1564,12654,0,648.593424
"615","Surface Fire","13110_51",0.0941492,"North-Central Interior Dry Oak Forest and Woodland",1618,9911,0,933.1127212
"616","Surface Fire","13130_47_50_51",0.0012282,"North-Central Interior Beech-Maple Forest",1565,32864,0.1,40.3635648
"617","Surface Fire","13130_47_50_51",0.0012282,"North-Central Interior Beech-Maple Forest",1619,36117,0.1,44.3588994
"618","Surface Fire","13140_38_39_40_41_42_43_44_50",0.0011924,"North-Central Interior Maple-Basswood Forest",1591,492628,0.8,587.4096272
"619","Surface Fire","13140_38_39_40_41_42_43_44_50",0.0011924,"North-Central Interior Maple-Basswood Forest",1566,201633,0.3,240.4271892
"620","Surface Fire","13140_38_39_40_41_42_43_44_50",0.0011924,"North-Central Interior Maple-Basswood Forest",1648,157,0,0.1872068
"621","Surface Fire","13310_39_40_41",0.116715,"Eastern Great Plains Tallgrass Aspen Parkland",1592,27154,0,3169.27911
"622","Surface Fire","13310_39_40_41",0.116715,"Eastern Great Plains Tallgrass Aspen Parkland",1649,2733,0,318.982095
"623","Surface Fire","13441_51",0.147684,"Boreal Jack Pine-Black Spruce Forest - Pine Barrens",1620,654270,1,96625.21068
"624","Surface Fire","13620_41_50",0.0856478,"Laurentian-Acadian Northern Pine(-Oak) Forest",2723,243,0,20.8124154
"625","Surface Fire","13620_41_50",0.0856478,"Laurentian-Acadian Northern Pine(-Oak) Forest",2725,650,0,55.67107
"626","Surface Fire","13620_51_63_64_65_66",0.0150754,"Laurentian-Acadian Northern Pine(-Oak) Forest",1622,2474894,3.9,37310.0170076
"627","Surface Fire","13622_41_50",0.025088,"Laurentian-Acadian Northern Pine(-Oak) Forest - Pine Dominated",2724,2163502,3.4,54277.938176
"628","Surface Fire","13622_41_50",0.025088,"Laurentian-Acadian Northern Pine(-Oak) Forest - Pine Dominated",2726,1896775,3,47586.2912
"629","Surface Fire","13660_50",0.0034608,"Laurentian-Acadian Pine-Hemlock-Hardwood Forest",1569,535983,0.9,1854.9299664
"630","Surface Fire","13660_51_63_64_65_66",0.0033762,"Laurentian-Acadian Pine-Hemlock-Hardwood Forest",1625,1091156,1.7,3683.9608872
"631","Surface Fire","13940_39_40_41",0.1992284,"North-Central Interior Oak Savanna",1599,97467,0.2,19418.1944628
"632","Surface Fire","13940_39_40_41",0.1992284,"North-Central Interior Oak Savanna",1652,453,0,90.2504652
"633","Surface Fire","13940_50_51",0.1830998,"North-Central Interior Oak Savanna",1570,240826,0.4,44095.1924348
"634","Surface Fire","13950_41_42_43_49_52",0.1945376,"North-Central Oak Barrens",1600,77789,0.1,15132.8853664
"635","Surface Fire","13950_50",0.1804358,"North-Central Oak Barrens",1571,23594,0,4257.2022652
"636","Surface Fire","14071_41_50_51",0.2054626,"Laurentian Pine-Oak Barrens",1628,998246,1.6,205102.2185996
"637","Surface Fire","14071_41_50_51",0.2054626,"Laurentian Pine-Oak Barrens",1601,53326,0.1,10956.4986076
"638","Surface Fire","14071_41_50_51",0.2054626,"Laurentian Pine-Oak Barrens",1572,25156,0,5168.6171656
"639","Surface Fire","14072_41_50_51",0.0567286,"Laurentian Pine-Oak Barrens - Jack Pine",1602,2107486,3.4,119554.7302996
"640","Surface Fire","14072_41_50_51",0.0567286,"Laurentian Pine-Oak Barrens - Jack Pine",1573,225231,0.4,12777.0393066
"641","Surface Fire","14072_41_50_51",0.0567286,"Laurentian Pine-Oak Barrens - Jack Pine",1629,135983,0.2,7714.1252138
"642","Surface Fire","14120_39_40_41_42_43_50_51",0.011561,"North-Central Interior Sand and Gravel Tallgrass Prairie",1575,18815,0,217.520215
"643","Surface Fire","14120_39_40_41_42_43_50_51",0.011561,"North-Central Interior Sand and Gravel Tallgrass Prairie",1603,6437,0,74.418157
"644","Surface Fire","14120_39_40_41_42_43_50_51",0.011561,"North-Central Interior Sand and Gravel Tallgrass Prairie",1631,5463,0,63.157743
"645","Surface Fire","14120_39_40_41_42_43_50_51",0.011561,"North-Central Interior Sand and Gravel Tallgrass Prairie",1653,608,0,7.029088
"646","Surface Fire","14440_41_50_51",0.0032354,"Eastern Boreal Floodplain",1605,705055,1.1,2281.134947
"647","Surface Fire","14440_41_50_51",0.0032354,"Eastern Boreal Floodplain",1633,90068,0.1,291.4060072
